Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Palm_oil.Loss,CropType.Palm_oil.Count,CropType.Palm_oil.Exposed_Value,CropType.Papaya.Loss,CropType.Papaya.Count,CropType.Papaya.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Taro.Loss,CropType.Taro.Count,CropType.Taro.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp245 (medium confidence),5,2080,0.237,5,0.1813,1268114,402,23606233,1154,186722,39,11649454,55106,76,103676,1026288,19,11851949,3.3844000000000003,0.0523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2080,0.237,10,0.0952,1824366,437,38231776,1211,308220,53,15806694,63957,86,120391,1452190,23,22303481,4.0790999999999995,0.0577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2080,0.237,25,0.0392,7078809,489,62552131,1287,715880,83,21852406,80760,96,136823,6282171,26,40561614,5.4172,0.0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2080,0.237,50,0.0198,11208313,558,77617649,1368,1441087,120,34722137,95893,108,160885,9671333,34,42733260,6.9183,0.07360000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2080,0.237,100,0.01,15588062,650,115917040,1510,2899090,173,68906051,121597,128,191875,12567376,37,46817604,9.7319,0.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2080,0.237,250,0.004,25008899,830,204196254,1754,7464692,301,129978348,170199,156,242549,17374007,38,73973604,13.473999999999998,0.15919999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,1,0.6321,17375,216,281429,788,0,0,0,335,17,18003,17040,2,262637,0.2026,7.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,5,0.1813,1331509,403,23827554,1167,202111,39,11660819,57334,77,108650,1072062,19,12056919,3.5009,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,10,0.0952,2080745,437,48993041,1229,341389,53,16342537,66331,86,123873,1673027,23,32525403,4.195799999999999,0.0587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,25,0.0392,7775120,494,64044147,1310,778322,86,23079243,83618,96,140025,6913179,27,40823570,5.6136,0.06760000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,50,0.0198,11603415,562,81017745,1379,1539809,123,37838304,98679,109,164700,9964927,34,43013364,7.1659,0.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,100,0.01,16041848,654,118710739,1521,3090428,177,70706355,125121,128,196658,12826299,37,47806206,10.094699999999998,0.08850000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2090,0.279,250,0.004,25682570,836,208775564,1766,7859687,307,133302395,173847,156,243510,17649038,38,75227892,13.708300000000001,0.1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,1,0.6321,19924,216,339128,797,0,0,0,397,17,19444,19528,2,318887,0.20929999999999999,9.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,5,0.1813,1369393,404,23963616,1173,211336,39,11666501,58684,78,112652,1099374,19,12183290,3.5701,0.0534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,10,0.0952,2255367,438,54412247,1238,361549,53,16610459,67794,87,128473,1826024,23,37672077,4.2679,0.059199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,25,0.0392,8168954,494,64793583,1320,816936,86,23674187,85316,96,141625,7266704,27,40976451,5.7232,0.06820000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,50,0.0198,11842580,564,82897913,1385,1600577,124,39547374,100427,110,167073,10141578,34,43182081,7.3182,0.0756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,100,0.01,16315160,657,120952395,1526,3206839,179,72300866,127200,129,199622,12981120,37,48450381,10.304699999999999,0.0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2100,0.304,250,0.004,26084328,837,211101912,1773,8099320,308,134871919,175977,156,243990,17809031,38,75984230,13.850100000000001,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,1,0.6321,23797,226,477226,810,0,0,0,482,19,21394,23315,2,455022,0.21200000000000002,0.0017000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,5,0.1813,1411185,417,24670373,1182,221668,44,12209490,60269,83,114896,1129246,19,12344805,3.6509999999999994,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,10,0.0952,2569347,450,54897111,1242,385673,59,16816537,69651,90,129182,2114024,24,37950149,4.3636,0.0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,25,0.0392,8477572,511,65465219,1330,866833,95,24176054,87131,98,142157,7523607,29,41145677,5.8217,0.0689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,50,0.0198,12123476,588,86223140,1397,1677551,138,42677379,102822,115,168667,10343102,34,43375697,7.5131,0.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,100,0.01,16628599,683,125345797,1543,3346843,193,75589236,129354,135,202104,13152401,37,49552914,10.4977,0.0935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2110,0.331,250,0.004,26522579,866,213671469,1795,8383735,324,136567643,178082,160,245408,17960763,38,76856623,14.022599999999999,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,1,0.6321,30191,227,759532,826,0,0,0,600,19,23847,29591,3,734858,0.21589999999999998,0.0026999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,5,0.1813,1471542,418,25589580,1201,236593,44,12892605,62554,83,117721,1172395,19,12578052,3.7666999999999997,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,10,0.0952,3022763,451,55569460,1247,420521,60,17093229,72333,90,130074,2529909,24,38344912,4.501399999999999,0.061799999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,25,0.0392,8923386,515,66389367,1346,938907,96,24847978,89752,98,142826,7894729,30,41397217,5.9597999999999995,0.0699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,50,0.0198,12529217,591,90443312,1423,1788738,138,46615126,106283,116,171075,10634197,34,43655687,7.8016,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,100,0.01,17081322,685,131119449,1568,3549074,194,79784133,132461,135,205226,13399791,37,51128522,10.7766,0.0978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2120,0.37,250,0.004,27164683,874,219724649,1867,8794557,327,140933609,181120,161,247592,18189009,39,78541581,14.270800000000001,0.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,1,0.6321,36842,228,982131,840,0,0,0,831,19,25734,36010,3,955557,0.21949999999999997,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,5,0.1813,1531852,419,26358055,1213,252439,44,13418078,64769,84,121325,1214645,19,12817439,3.8796999999999993,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,10,0.0952,3465276,451,56141539,1250,454822,60,17300130,74953,90,130761,2935498,24,38709398,4.6347000000000005,0.0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,25,0.0392,9337688,517,67154941,1358,1010692,97,25377832,92279,99,143913,8234719,30,41631838,6.1027,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,50,0.0198,12920540,592,93962696,1439,1901474,139,49861586,109627,116,172792,10909441,34,43926879,8.0863,0.0779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,100,0.01,17527501,686,136169633,1585,3750487,194,82991248,135580,136,208200,13641435,37,52968600,11.036000000000001,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2130,0.408,250,0.004,27798322,874,223640787,1907,9205980,327,143531476,184015,161,249137,18408326,39,79858267,14.5006,0.1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,1,0.6321,47793,239,1267495,852,0,1,79636,1456,22,26741,46337,4,1160265,0.23060000000000003,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,5,0.1813,1594801,436,27568947,1222,272087,51,14340927,66829,88,123590,1255883,22,13103209,3.9923,0.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,10,0.0952,3887119,467,56729331,1260,488566,66,17609913,77513,96,134851,3321040,24,38983307,4.7624,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,25,0.0392,9659051,541,68104810,1360,1084245,110,26114531,94639,108,151839,8480164,30,41837080,6.285599999999999,0.0721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,50,0.0198,13277051,611,95609266,1455,2023919,149,51250967,112720,121,178075,11140414,34,44178769,8.384,0.0791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,100,0.01,17968230,717,147443545,1596,3956830,214,91432221,138896,144,214366,13872502,37,55795363,11.246499999999997,0.1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2140,0.444,250,0.004,28440946,894,225995397,1920,9635315,342,145139793,186535,165,251527,18619095,39,80602157,14.6757,0.1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,1,0.6321,58097,239,1521359,862,0,1,142982,2060,22,27542,56038,4,1349973,0.23979999999999999,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,5,0.1813,1655916,438,28644802,1231,291188,52,15137696,68836,89,127651,1295892,22,13378226,4.101,0.058300000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,10,0.0952,4297239,467,57245272,1269,521372,66,17856331,79995,96,138103,3695873,24,39249570,4.885800000000001,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,25,0.0392,9971467,542,68895361,1365,1155756,110,26700542,96922,108,158144,8718789,30,42035310,6.460100000000001,0.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,50,0.0198,13623656,614,96963991,1483,2142962,149,52356156,115723,122,182729,11364972,34,44423623,8.6727,0.0804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,100,0.01,18396706,720,157166486,1607,4157438,216,98402082,142116,144,219270,14097151,37,58543527,11.449499999999999,0.11939999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),5,2150,0.479,250,0.004,29065717,897,228411475,1931,10052723,345,146830730,188985,165,253429,18824009,39,81325384,14.846,0.17909999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,1,0.6321,1183,174,32661,628,0,0,0,18,4,1396,1166,1,30637,0.0955,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,5,0.1813,955510,368,17387895,1097,113647,30,7135926,43329,64,85512,798532,18,10165360,2.6793,0.0462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,10,0.0952,1314127,399,23880930,1134,203857,41,11715940,52952,75,100539,1057317,19,12063317,3.5497,0.0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,25,0.0392,3890316,448,56511076,1221,477510,63,17686885,65301,88,123215,3347502,23,38699755,4.6613999999999995,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,50,0.0198,9234663,504,66421031,1297,990103,94,24920237,81463,96,138131,8163096,29,41361366,5.974,0.0688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,100,0.01,13462801,586,93182458,1401,2072872,137,49074930,102578,111,168324,11287352,36,43937803,8.138,0.0766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2020,0.022,250,0.004,21609804,762,185295245,1627,5662676,257,117509413,150553,144,225129,15796575,38,67559076,12.1311,0.14079999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,1,0.6321,2977,180,78923,664,0,0,0,32,4,1830,2944,1,76428,0.1129,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,5,0.1813,1007149,375,18580879,1107,125531,33,7981339,45458,67,90618,836160,18,10507816,2.8104,0.0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,10,0.0952,1372714,402,24511613,1151,217803,42,12021553,54874,76,105694,1100039,19,12383215,3.6431,0.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,25,0.0392,4368220,452,56873408,1231,513218,64,17791623,67930,89,127701,3787071,24,38952853,4.8068,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,50,0.0198,9585499,510,66881316,1310,1065048,97,25143293,83954,98,146885,8436498,30,41589829,6.0836,0.06949999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,100,0.01,13816018,589,94596794,1419,2202476,140,50212761,105995,111,171475,11507548,36,44211139,8.429599999999999,0.0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2030,0.06,250,0.004,22191831,769,188942848,1643,5961269,262,120116751,153854,145,227480,16076709,38,68596973,12.361799999999999,0.1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,1,0.6321,4820,182,126294,700,0,0,0,49,4,2276,4771,1,123319,0.1285,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,5,0.1813,1060142,375,19720683,1116,137727,33,8765652,47637,67,94632,874779,18,10859283,2.9451000000000005,0.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,10,0.0952,1432843,403,25789770,1167,232116,43,12966839,56846,76,110340,1143882,19,12711424,3.7367,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,25,0.0392,4858673,452,57227551,1240,549864,64,17884724,70627,89,131659,4238183,24,39209927,4.9559999999999995,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,50,0.0198,9945561,512,67314695,1342,1141964,97,25321341,86508,98,154579,8717088,30,41837434,6.1937999999999995,0.0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,100,0.01,14178531,591,95883459,1437,2335491,141,51215081,109505,112,175274,11733536,36,44491667,8.7289,0.0783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2040,0.099,250,0.004,22789167,769,192375360,1659,6267718,262,122482196,157240,145,229637,16364210,38,69661869,12.5918,0.1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,1,0.6321,7446,198,131088,731,0,0,0,94,8,4621,7352,1,125735,0.15439999999999998,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,5,0.1813,1138390,389,21616574,1130,155953,38,10241139,50471,71,96436,931966,18,11277868,3.1185000000000005,0.049999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,10,0.0952,1518087,421,27310930,1181,256206,48,14180855,59429,81,113960,1202451,22,13014934,3.8600000000000003,0.055999999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,25,0.0392,5684294,470,59316009,1257,606939,73,19393656,74540,90,132053,5002815,26,39789044,5.104799999999999,0.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,50,0.0198,10416572,533,68901219,1348,1251127,108,26571998,90074,102,156380,9075370,33,42171492,6.454199999999999,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,100,0.01,14698065,618,104908155,1467,2538632,156,59488090,114130,118,181344,12045304,37,45237255,9.081199999999999,0.08049999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2050,0.151,250,0.004,23626064,800,196298550,1702,6704559,281,124751789,162252,152,234358,16759254,38,71310700,12.939400000000001,0.1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,1,0.6321,9632,199,139481,756,0,0,0,141,9,11963,9491,1,126760,0.1759,5.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,5,0.1813,1203222,390,23191952,1142,171057,38,11468221,52816,72,99394,979349,18,11623196,3.2617999999999996,0.051399999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,10,0.0952,1588657,421,28575203,1194,276207,48,15193362,61567,81,116910,1250886,22,13263738,3.9619999999999997,0.056799999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,25,0.0392,6369807,471,61070776,1269,654267,73,20663881,77787,91,133867,5637752,26,40271760,5.2269999999999985,0.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,50,0.0198,10805918,536,74301447,1356,1341504,110,31694370,93028,102,157733,9371386,33,42447987,6.6713000000000005,0.07229999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,100,0.01,15128268,622,112614417,1498,2707032,158,66566173,117958,119,186924,12303280,37,45859823,9.3718,0.0823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2060,0.194,250,0.004,24318771,804,200213184,1738,7066252,284,127292595,166407,153,240981,17086111,38,72677869,13.2275,0.15539999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,1,0.6321,14647,215,229601,778,0,0,0,268,17,16013,14380,2,212811,0.19390000000000002,6.000000000000001E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,5,0.1813,1287738,402,23674599,1158,191486,39,11652972,55799,76,105076,1040456,19,11915393,3.4205,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,10,0.0952,1903725,437,41562645,1218,318488,53,15972551,64692,86,121468,1520547,23,25467409,4.1152,0.0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,25,0.0392,7294361,493,63022150,1296,735208,85,22237309,81645,96,137813,6477511,27,40645733,5.478000000000001,0.0668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,50,0.0198,11330608,559,78683101,1372,1471645,121,35699821,96757,108,161926,9762209,34,42819984,6.9955,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,100,0.01,15728521,653,116725987,1514,2958316,176,69407517,122689,128,193355,12647521,37,47123601,9.844199999999999,0.0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2070,0.25,250,0.004,25217419,833,205722989,1759,7586955,304,131116547,171330,156,242846,17459137,38,74361837,13.5465,0.1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2080,0.301,1,0.6321,19494,216,324001,797,0,0,0,388,17,19444,19106,2,303760,0.209,7.999999999999999E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp245 (medium confidence),17,2080,0.301,5,0.1813,1364751,404,23945701,1173,210187,39,11666501,58508,78,112652,1096057,19,12165375,3.5619,0.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
